message_id,date,sender_id,text,preprocessed_text,tokens,image_path,document_path
1570,2021-06-09 09:21:34+00:00,,"🔴SMART WATCH (Series 6) 

♦️የልብ ምት ፣የደም ግፊት ፣የእርምጃ ብዛት.፣ ምን ያህል ካሎሪ እንዳቃጠልን
 የሚለካልን

♦️ ከስልኮ ጋር በብሉቱዝ በማገናኝት ፎቶ ለማንሳት፣ ስልክ መደወል እና ጥሪ መቀበል 
 የሚያስችል



🔊የራሱ ስፒከር ያለው ሙዚቃ ማዳመጥ የሚያስችል

♦️የተጓዝነውን ርቀት የሚመዘግብ፣ ምን ያህል ሰዓት እንደተኛን የሚለካ 

♦️ብዙ አይነት የ ስፖርት አይነቶች ያሉት እና የምንሰራውን ስፖርት የሚቆጥር

♦️ስልክ ሲጠፋ ለመፈለግ ይረዳል

⌚️BATTERY  ከ2-3 ቀን ድረስ ሚቆይ
♦️ውሃ አያበላሸውም

♦️ከማንኛውም ስልክ ጋር በብሉቱዝ ይገናኛል

♦️ price : 2,800 birr

♦️ Call on : 0940170372
Contact @edjos",🔴smart watch series 6 ♦️የልብ ምት የደም ግፊት የእርምጃ ብዛት ምን ያህል ካሎሪ እንዳቃጠልን የሚለካልን ♦️ ከስልኮ ጋር በብሉቱዝ በማገናኝት ፎቶ ለማንሳት ስልክ መደወል እና ጥሪ መቀበል የሚያስችል 🔊የራሱ ስፒከር ያለው ሙዚቃ ማዳመጥ የሚያስችል ♦️የተጓዝነውን ርቀት የሚመዘግብ ምን ያህል ሰዓት እንደተኛን የሚለካ ♦️ብዙ አይነት የ ስፖርት አይነቶች ያሉት እና የምንሰራውን ስፖርት የሚቆጥር ♦️ስልክ ሲጠፋ ለመፈለግ ይረዳል ⌚️battery ከ23 ቀን ድረስ ሚቆይ ♦️ውሃ አያበላሸውም ♦️ከማንኛውም ስልክ ጋር በብሉቱዝ ይገናኛል ♦️ price 2800 birr ♦️ call on <phone> contact edjos,"['🔴smart', 'watch', 'series', '6', '♦️የልብ', 'ምት', 'የደም', 'ግፊት', 'የእርምጃ', 'ብዛት', 'ምን', 'ያህል', 'ካሎሪ', 'እንዳቃጠልን', 'የሚለካልን', '♦️', 'ከስልኮ', 'ጋር', 'በብሉቱዝ', 'በማገናኝት', 'ፎቶ', 'ለማንሳት', 'ስልክ', 'መደወል', 'እና', 'ጥሪ', 'መቀበል', 'የሚያስችል', '🔊የራሱ', 'ስፒከር', 'ያለው', 'ሙዚቃ', 'ማዳመጥ', 'የሚያስችል', '♦️የተጓዝነውን', 'ርቀት', 'የሚመዘግብ', 'ምን', 'ያህል', 'ሰዓት', 'እንደተኛን', 'የሚለካ', '♦️ብዙ', 'አይነት', 'የ', 'ስፖርት', 'አይነቶች', 'ያሉት', 'እና', 'የምንሰራውን', 'ስፖርት', 'የሚቆጥር', '♦️ስልክ', 'ሲጠፋ', 'ለመፈለግ', 'ይረዳል', '⌚️battery', 'ከ23', 'ቀን', 'ድረስ', 'ሚቆይ', '♦️ውሃ', 'አያበላሸውም', '♦️ከማንኛውም', 'ስልክ', 'ጋር', 'በብሉቱዝ', 'ይገናኛል', '♦️', 'price', '2800', 'birr', '♦️', 'call', 'on', '<', 'phone', '>', 'contact', 'edjos']",data/images\1570.jpg,
1568,2021-05-30 17:54:21+00:00,,"⚡️FASCIAL GUN MASSAGER

✔️ የትከሻ ፣ የጀርባ ፣ የወገብ እና የእግር ህመም ስሜት ካለብዎት ሁነኛ መፍትሄ
✔️ ድብርት፣የህመም ስሜት እና ድካምን የሚያስወግድ
✔️ በማሳጅ ማሽኑ ሲታሹ የቫይብሬሽን ሲስተሙ በሰዉነታችን ዉስጥ ቆንጆ የደም ዝውውር እንዲኖር ያረጋል
✔️ በስራ ወይም በስፖርት የዛለ የደከመ ሰውነትን ለማነቃቃት በቀዳሚነት የሚመርጡት
✔️ 4 የተለያየ ማሳጅ ማድረግያ ያለው ።
✔️ ለአያያዝ ምቹ ፣ Rechargeable መሆኑ ቻርጅ አድርገዉ በየትኛውም ቦታ መጠቀም ይቻላል
Price 2000 birr
Contact @edjos
📞 0940170372",⚡️fascial gun massager ✔️ የትከሻ የጀርባ የወገብ እና የእግር ህመም ስሜት ካለብዎት ሁነኛ መፍትሄ ✔️ ድብርትየህመም ስሜት እና ድካምን የሚያስወግድ ✔️ በማሳጅ ማሽኑ ሲታሹ የቫይብሬሽን ሲስተሙ በሰዉነታችን ዉስጥ ቆንጆ የደም ዝውውር እንዲኖር ያረጋል ✔️ በስራ ወይም በስፖርት የዛለ የደከመ ሰውነትን ለማነቃቃት በቀዳሚነት የሚመርጡት ✔️ 4 የተለያየ ማሳጅ ማድረግያ ያለው ✔️ ለአያያዝ ምቹ rechargeable መሆኑ ቻርጅ አድርገዉ በየትኛውም ቦታ መጠቀም ይቻላል price 2000 birr contact edjos 📞 <phone>,"['⚡️fascial', 'gun', 'massager', '✔️', 'የትከሻ', 'የጀርባ', 'የወገብ', 'እና', 'የእግር', 'ህመም', 'ስሜት', 'ካለብዎት', 'ሁነኛ', 'መፍትሄ', '✔️', 'ድብርትየህመም', 'ስሜት', 'እና', 'ድካምን', 'የሚያስወግድ', '✔️', 'በማሳጅ', 'ማሽኑ', 'ሲታሹ', 'የቫይብሬሽን', 'ሲስተሙ', 'በሰዉነታችን', 'ዉስጥ', 'ቆንጆ', 'የደም', 'ዝውውር', 'እንዲኖር', 'ያረጋል', '✔️', 'በስራ', 'ወይም', 'በስፖርት', 'የዛለ', 'የደከመ', 'ሰውነትን', 'ለማነቃቃት', 'በቀዳሚነት', 'የሚመርጡት', '✔️', '4', 'የተለያየ', 'ማሳጅ', 'ማድረግያ', 'ያለው', '✔️', 'ለአያያዝ', 'ምቹ', 'rechargeable', 'መሆኑ', 'ቻርጅ', 'አድርገዉ', 'በየትኛውም', 'ቦታ', 'መጠቀም', 'ይቻላል', 'price', '2000', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1568.jpg,
1567,2021-05-28 13:23:57+00:00,,"🕰ALEXANDER MCQUEEN
 # size 36 37 38 39 40 41 42
Price=1900
Free delivery 
Contact @edjos
📞 0940170372",🕰alexander mcqueen size 36 37 38 39 40 41 42 price=1900 free delivery contact edjos 📞 <phone>,"['🕰alexander', 'mcqueen', 'size', '36', '37', '38', '39', '40', '41', '42', 'price=1900', 'free', 'delivery', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1567.jpg,
1563,2021-05-24 05:26:23+00:00,,"⚡️Bestway family pool 
SOLUTION: Spend the day relaxing in the water with your kids
⚡️DURABLE CONSTRUCTION: Built from a long-lasting material
⚡️PLENTY OF ROOM FOR EVERYONE: With the dimensions of 3.05M × 1.83M × 56CM,there's enough room for multiple kids and adults to splash and relax
⚡️EASY TO DRAIN: At the end of the fun,clean up is easy! Release the pool water using the easy to use drain valve
⚡️QUICK INFLATION: Get out in the sun quickly! This pool inflates within minutes using an air pump
Price 6000 birr
Contact @edjos
📞 0940170372",⚡️bestway family pool solution spend the day relaxing in the water with your kids ⚡️durable construction built from a longlasting material ⚡️plenty of room for everyone with the dimensions of 305m × 183m × 56cmtheres enough room for multiple kids and adults to splash and relax ⚡️easy to drain at the end of the funclean up is easy release the pool water using the easy to use drain valve ⚡️quick inflation get out in the sun quickly this pool inflates within minutes using an air pump price 6000 birr contact edjos 📞 <phone>,"['⚡️bestway', 'family', 'pool', 'solution', 'spend', 'the', 'day', 'relaxing', 'in', 'the', 'water', 'with', 'your', 'kids', '⚡️durable', 'construction', 'built', 'from', 'a', 'longlasting', 'material', '⚡️plenty', 'of', 'room', 'for', 'everyone', 'with', 'the', 'dimensions', 'of', '305m', '×', '183m', '×', '56cmtheres', 'enough', 'room', 'for', 'multiple', 'kids', 'and', 'adults', 'to', 'splash', 'and', 'relax', '⚡️easy', 'to', 'drain', 'at', 'the', 'end', 'of', 'the', 'funclean', 'up', 'is', 'easy', 'release', 'the', 'pool', 'water', 'using', 'the', 'easy', 'to', 'use', 'drain', 'valve', '⚡️quick', 'inflation', 'get', 'out', 'in', 'the', 'sun', 'quickly', 'this', 'pool', 'inflates', 'within', 'minutes', 'using', 'an', 'air', 'pump', 'price', '6000', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1563.jpg,
1561,2021-05-24 05:04:18+00:00,,"Saachi Coffee Beans/Popcorn Roasting Machine
⚡️400 gms capacity
⚡️Aluminum die-cast roasting pan
⚡️Adjustable temperature control & ⚡️Cool touch handles
⚡️Stainless steel roasting blade
⚡️Can be used to make popcorn
⚡️Power 1200 watts 
Price 3500
Contact @edjos
📞 0940170372",saachi coffee beanspopcorn roasting machine ⚡️400 gms capacity ⚡️aluminum diecast roasting pan ⚡️adjustable temperature control ⚡️cool touch handles ⚡️stainless steel roasting blade ⚡️can be used to make popcorn ⚡️power 1200 watts price 3500 contact edjos 📞 <phone>,"['saachi', 'coffee', 'beanspopcorn', 'roasting', 'machine', '⚡️400', 'gms', 'capacity', '⚡️aluminum', 'diecast', 'roasting', 'pan', '⚡️adjustable', 'temperature', 'control', '⚡️cool', 'touch', 'handles', '⚡️stainless', 'steel', 'roasting', 'blade', '⚡️can', 'be', 'used', 'to', 'make', 'popcorn', '⚡️power', '1200', 'watts', 'price', '3500', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1561.jpg,
1560,2021-05-24 04:53:02+00:00,,"Facial steamer 
⚡️Restoring delicate and smooth skin
⚡️Suppressing acne
⚡️Killing skin bacteria
⚡️Reducing hair crack
⚡️Softening the cuticles
⚡️promotes the face body circulation 
⚡️increases skin elasticity 
⚡️provides relief from cold and sinus problems
⚡️helps to eliminate black rim of the eye",facial steamer ⚡️restoring delicate and smooth skin ⚡️suppressing acne ⚡️killing skin bacteria ⚡️reducing hair crack ⚡️softening the cuticles ⚡️promotes the face body circulation ⚡️increases skin elasticity ⚡️provides relief from cold and sinus problems ⚡️helps to eliminate black rim of the eye,"['facial', 'steamer', '⚡️restoring', 'delicate', 'and', 'smooth', 'skin', '⚡️suppressing', 'acne', '⚡️killing', 'skin', 'bacteria', '⚡️reducing', 'hair', 'crack', '⚡️softening', 'the', 'cuticles', '⚡️promotes', 'the', 'face', 'body', 'circulation', '⚡️increases', 'skin', 'elasticity', '⚡️provides', 'relief', 'from', 'cold', 'and', 'sinus', 'problems', '⚡️helps', 'to', 'eliminate', 'black', 'rim', 'of', 'the', 'eye']",data/images\1560.jpg,
1557,2021-05-23 20:08:51+00:00,,"PlayStation 4 (Slim)
500 GB 
Packed new
With one original joystick 
Available on hand
Price 20800
Contact @edjos
📞 0940170372",playstation 4 slim 500 gb packed new with one original joystick available on hand price 20800 contact edjos 📞 <phone>,"['playstation', '4', 'slim', '500', 'gb', 'packed', 'new', 'with', 'one', 'original', 'joystick', 'available', 'on', 'hand', 'price', '20800', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1557.jpg,
1555,2021-05-23 19:58:16+00:00,,"⚡️Sanford 3 in 1 Blender
⚡️1600 ml capacity jar
⚡️Dry mill & mincer attachment 
⚡️Detachable parts for easy cleaning
⚡️400 watts power
Price 2950 birr
Contact @edjos 
📞  0940170372",⚡️sanford 3 in 1 blender ⚡️1600 ml capacity jar ⚡️dry mill mincer attachment ⚡️detachable parts for easy cleaning ⚡️400 watts power price 2950 birr contact edjos 📞 <phone>,"['⚡️sanford', '3', 'in', '1', 'blender', '⚡️1600', 'ml', 'capacity', 'jar', '⚡️dry', 'mill', 'mincer', 'attachment', '⚡️detachable', 'parts', 'for', 'easy', 'cleaning', '⚡️400', 'watts', 'power', 'price', '2950', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1555.jpg,
1554,2021-05-22 14:49:28+00:00,,"👟 Vans Old Skool
Size 36 37 38 39 40
Available on hand 
Contact @edjos
📞 0940170372",👟 vans old skool size 36 37 38 39 40 available on hand contact edjos 📞 <phone>,"['👟', 'vans', 'old', 'skool', 'size', '36', '37', '38', '39', '40', 'available', 'on', 'hand', 'contact', 'edjos', '📞', '<', 'phone', '>']",data/images\1554.jpg,
1552,2021-05-17 04:04:21+00:00,,"⚡️Sanford Vacuum Cleaner
⚡️1200 watts, With dust bag full indicator
⚡️0.5 L collection capacity
⚡️Plastic tube
⚡️Vacuum power>18kpa
⚡️360 degree rotating hose connector
⚡️Durable
⚡️Easy to Clean
Free delivery 
Price 4000 birr
Contact @edjos
📞 0940170372",⚡️sanford vacuum cleaner ⚡️1200 watts with dust bag full indicator ⚡️05 l collection capacity ⚡️plastic tube ⚡️vacuum power>18kpa ⚡️360 degree rotating hose connector ⚡️durable ⚡️easy to clean free delivery price 4000 birr contact edjos 📞 <phone>,"['⚡️sanford', 'vacuum', 'cleaner', '⚡️1200', 'watts', 'with', 'dust', 'bag', 'full', 'indicator', '⚡️05', 'l', 'collection', 'capacity', '⚡️plastic', 'tube', '⚡️vacuum', 'power', '>', '18kpa', '⚡️360', 'degree', 'rotating', 'hose', 'connector', '⚡️durable', '⚡️easy', 'to', 'clean', 'free', 'delivery', 'price', '4000', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",,
1546,2021-05-16 13:07:47+00:00,,"✅ New Arrival Russian Bear 10000 Optimum Nutrition Protein Powder ( 6.8KG).
✅ Russian Bear Optimum Nutrition Protein Powder is known as ""The Home of Hardcore Supplements"", develops it's product since 1990 for hardcore bodybuilders, Who aim for Massive Muscle mass and triple muscle growth. 
price 💵 = 6900 birr",✅ new arrival russian bear 10000 optimum nutrition protein powder 68kg ✅ russian bear optimum nutrition protein powder is known as the home of hardcore supplements develops its product since 1990 for hardcore bodybuilders who aim for massive muscle mass and triple muscle growth price 💵 = 6900 birr,"['✅', 'new', 'arrival', 'russian', 'bear', '10000', 'optimum', 'nutrition', 'protein', 'powder', '68kg', '✅', 'russian', 'bear', 'optimum', 'nutrition', 'protein', 'powder', 'is', 'known', 'as', 'the', 'home', 'of', 'hardcore', 'supplements', 'develops', 'its', 'product', 'since', '1990', 'for', 'hardcore', 'bodybuilders', 'who', 'aim', 'for', 'massive', 'muscle', 'mass', 'and', 'triple', 'muscle', 'growth', 'price', '💵', '=', '6900', 'birr']",,
1542,2021-05-16 12:59:45+00:00,,"👉New Arrival HEATOUTFIT SPORT SWEATING CLOTHES WOMEN'S SPECIAL. 
✅ This Waist same calories loss sports event our Sweaty hoodie is sweating more than that of ordinary cincher helps postpartum recovery all Process reduced swelling tighten skin control tummy, support back relief waist pain ease transition of uterus and shrink it down to normal size
price= 2600
Contact @edjos
📞 0940170372",👉new arrival heatoutfit sport sweating clothes womens special ✅ this waist same calories loss sports event our sweaty hoodie is sweating more than that of ordinary cincher helps postpartum recovery all process reduced swelling tighten skin control tummy support back relief waist pain ease transition of uterus and shrink it down to normal size price= 2600 contact edjos 📞 <phone>,"['👉new', 'arrival', 'heatoutfit', 'sport', 'sweating', 'clothes', 'womens', 'special', '✅', 'this', 'waist', 'same', 'calories', 'loss', 'sports', 'event', 'our', 'sweaty', 'hoodie', 'is', 'sweating', 'more', 'than', 'that', 'of', 'ordinary', 'cincher', 'helps', 'postpartum', 'recovery', 'all', 'process', 'reduced', 'swelling', 'tighten', 'skin', 'control', 'tummy', 'support', 'back', 'relief', 'waist', 'pain', 'ease', 'transition', 'of', 'uterus', 'and', 'shrink', 'it', 'down', 'to', 'normal', 'size', 'price=', '2600', 'contact', 'edjos', '📞', '<', 'phone', '>']",,
1539,2021-05-15 12:00:45+00:00,,"⚡️Minda Airfryer
⚡️Oil free
⚡️power: 1500W
⚡️Fry basket capacity: 4.2L
Price 5000 birr
Contact @edjos
📞 0940170372",⚡️minda airfryer ⚡️oil free ⚡️power 1500w ⚡️fry basket capacity 42l price 5000 birr contact edjos 📞 <phone>,"['⚡️minda', 'airfryer', '⚡️oil', 'free', '⚡️power', '1500w', '⚡️fry', 'basket', 'capacity', '42l', 'price', '5000', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",,
1534,2021-05-02 21:58:21+00:00,,"Samsung Galaxy A51
⚡️Packed new
⚡️6 GB RAM | 128 GB ROM | Expandable Upto 512 GB
⚡️6.5 inch Full HD
⚡️48MP + 12MP + 5MP + 5MP | 32MP Front Camera
⚡️4000 mAh Lithium-ion Battery
⚡️ Color -silver
Contact @edjos 
📞 0940170372",samsung galaxy a51 ⚡️packed new ⚡️6 gb ram | 128 gb rom | expandable upto 512 gb ⚡️65 inch full hd ⚡️48mp + 12mp + 5mp + 5mp | 32mp front camera ⚡️4000 mah lithiumion battery ⚡️ color silver contact edjos 📞 <phone>,"['samsung', 'galaxy', 'a51', '⚡️packed', 'new', '⚡️6', 'gb', 'ram', '|', '128', 'gb', 'rom', '|', 'expandable', 'upto', '512', 'gb', '⚡️65', 'inch', 'full', 'hd', '⚡️48mp', '+', '12mp', '+', '5mp', '+', '5mp', '|', '32mp', 'front', 'camera', '⚡️4000', 'mah', 'lithiumion', 'battery', '⚡️', 'color', 'silver', 'contact', 'edjos', '📞', '<', 'phone', '>']",,
1531,2021-04-30 20:24:34+00:00,,"⚡️Mechanical Airfryer
⚡️Rated Voltage: 220-240V
⚡️Rated frequency: 50/60Hz
⚡️Rated power: 1500W
⚡️Fry basket capacity: 4.2L
⚡️Net weight: 4.84 KGS
Zero(0) oil
Price 5000 birr
Contact @edjos
📞 0940170372",⚡️mechanical airfryer ⚡️rated voltage 220240v ⚡️rated frequency 5060hz ⚡️rated power 1500w ⚡️fry basket capacity 42l ⚡️net weight 484 kgs zero0 oil price 5000 birr contact edjos 📞 <phone>,"['⚡️mechanical', 'airfryer', '⚡️rated', 'voltage', '220240v', '⚡️rated', 'frequency', '5060hz', '⚡️rated', 'power', '1500w', '⚡️fry', 'basket', 'capacity', '42l', '⚡️net', 'weight', '484', 'kgs', 'zero0', 'oil', 'price', '5000', 'birr', 'contact', 'edjos', '📞', '<', 'phone', '>']",,
1530,2021-04-30 20:23:14+00:00,,"⚡️Electronic Suffocated Oil Cap
⚡️Hair Steamer Thermal Treatment ⚡️the spa cap is safe and convenient to use
⚡️It is a indispensable tool for nursing your hair at home
⚡️It is a flame-retardant electronic temperature control heating cap
⚡️The inner embedded plastic film is waterproof and anti-electricity, and it is detachable and convenient to be washed
⚡️Two level of temperature controlling, you can adjust the switch to your favorite temperature.
Price 950 birr",⚡️electronic suffocated oil cap ⚡️hair steamer thermal treatment ⚡️the spa cap is safe and convenient to use ⚡️it is a indispensable tool for nursing your hair at home ⚡️it is a flameretardant electronic temperature control heating cap ⚡️the inner embedded plastic film is waterproof and antielectricity and it is detachable and convenient to be washed ⚡️two level of temperature controlling you can adjust the switch to your favorite temperature price 950 birr,"['⚡️electronic', 'suffocated', 'oil', 'cap', '⚡️hair', 'steamer', 'thermal', 'treatment', '⚡️the', 'spa', 'cap', 'is', 'safe', 'and', 'convenient', 'to', 'use', '⚡️it', 'is', 'a', 'indispensable', 'tool', 'for', 'nursing', 'your', 'hair', 'at', 'home', '⚡️it', 'is', 'a', 'flameretardant', 'electronic', 'temperature', 'control', 'heating', 'cap', '⚡️the', 'inner', 'embedded', 'plastic', 'film', 'is', 'waterproof', 'and', 'antielectricity', 'and', 'it', 'is', 'detachable', 'and', 'convenient', 'to', 'be', 'washed', '⚡️two', 'level', 'of', 'temperature', 'controlling', 'you', 'can', 'adjust', 'the', 'switch', 'to', 'your', 'favorite', 'temperature', 'price', '950', 'birr']",,
1529,2021-04-30 20:22:33+00:00,,"⚡️Sonashi Two Speed Chopper
⚡️Bowl Capacity 1.5 Litre
⚡️No of Speed Setting 2 Speed
⚡️Voltage AC 220-240V
⚡️Power Watt 200W
⚡️Blade Material Double Stainless Steel
⚡️Function Mincing & Blending
Price 2000 birr",⚡️sonashi two speed chopper ⚡️bowl capacity 15 litre ⚡️no of speed setting 2 speed ⚡️voltage ac 220240v ⚡️power watt 200w ⚡️blade material double stainless steel ⚡️function mincing blending price 2000 birr,"['⚡️sonashi', 'two', 'speed', 'chopper', '⚡️bowl', 'capacity', '15', 'litre', '⚡️no', 'of', 'speed', 'setting', '2', 'speed', '⚡️voltage', 'ac', '220240v', '⚡️power', 'watt', '200w', '⚡️blade', 'material', 'double', 'stainless', 'steel', '⚡️function', 'mincing', 'blending', 'price', '2000', 'birr']",,
1528,2021-04-30 20:22:07+00:00,,"Sonashi 2 In 1 Hair Curler & Straightener
⚡️This is just what you need to change your hairstyle instantly
⚡️Whether you are going to a party or headingout for shopping, change your hair style from straight to curls in no time
Price 1500",sonashi 2 in 1 hair curler straightener ⚡️this is just what you need to change your hairstyle instantly ⚡️whether you are going to a party or headingout for shopping change your hair style from straight to curls in no time price 1500,"['sonashi', '2', 'in', '1', 'hair', 'curler', 'straightener', '⚡️this', 'is', 'just', 'what', 'you', 'need', 'to', 'change', 'your', 'hairstyle', 'instantly', '⚡️whether', 'you', 'are', 'going', 'to', 'a', 'party', 'or', 'headingout', 'for', 'shopping', 'change', 'your', 'hair', 'style', 'from', 'straight', 'to', 'curls', 'in', 'no', 'time', 'price', '1500']",,
1525,2021-04-30 20:21:41+00:00,,"⚡️Sonashi Straight Hair Brush Straightener
⚡️Simply Brush to Smooth & Straighten
⚡️Salon Quality Results
⚡️Great For All Hair Types
⚡️Heats Up to 450 Degrees Fahrenheit
⚡️Anti-Frizz Ionic
⚡️Fast 2 Minute Heat Up
⚡️Lightweight Design
Price 1400 birr",⚡️sonashi straight hair brush straightener ⚡️simply brush to smooth straighten ⚡️salon quality results ⚡️great for all hair types ⚡️heats up to 450 degrees fahrenheit ⚡️antifrizz ionic ⚡️fast 2 minute heat up ⚡️lightweight design price 1400 birr,"['⚡️sonashi', 'straight', 'hair', 'brush', 'straightener', '⚡️simply', 'brush', 'to', 'smooth', 'straighten', '⚡️salon', 'quality', 'results', '⚡️great', 'for', 'all', 'hair', 'types', '⚡️heats', 'up', 'to', '450', 'degrees', 'fahrenheit', '⚡️antifrizz', 'ionic', '⚡️fast', '2', 'minute', 'heat', 'up', '⚡️lightweight', 'design', 'price', '1400', 'birr']",,
